resolver_ip	country	certinfo	verification
197.210.183.233	NG	CN=cloudflare-dns.com	"ok"
185.56.24.52	CH	CN=dns6.csti.ch/emailAddress=technical@csti.ch	"certificate has expired"
178.162.194.30	DE	CN=frankfurt1.perfect-privacy.com	"ok"
185.228.170.125	IE	CN=*.cleanbrowsing.org	"ok"
80.213.228.200	NO	CN=dns.google	"ok"
76.76.1.105	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.245	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.101	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.173	US	CN=*.cleanbrowsing.org	"ok"
176.103.130.130	RU	CN=*.adguard.com	"ok"
185.228.168.201	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.5	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.121	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.22	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.250	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.160	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.199	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.54	IE	CN=*.cleanbrowsing.org	"ok"
178.62.200.226	NL	CN=albatross.apricot-demo.nlnetlabs.nl	"ok"
76.76.1.190	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.190	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.139	IE	CN=*.cleanbrowsing.org	"ok"
37.48.94.55	NL	CN=amsterdam4.perfect-privacy.com	"ok"
85.17.28.145	NL	CN=amsterdam1.perfect-privacy.com	"ok"
185.228.171.227	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.213	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.178	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.2	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.239	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.104	US	CN=*.cleanbrowsing.org	"ok"
168.235.83.69	US	CN=*.2x.ca	"ok"
76.76.1.239	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.183	US	CN=*.cleanbrowsing.org	"ok"
80.241.218.68	DE	CN=fdns1.dismail.de	"ok"
185.228.169.83	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.80	US	CN=*.cleanbrowsing.org	"ok"
82.165.125.229	DE	CN=gamma.xosc.org	"ok"
176.133.144.47	FR	CN=*.cleanbrowsing.org	"ok"
76.76.0.32	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.79	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.220	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.216	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.41	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.40	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.116	IE	CN=*.cleanbrowsing.org	"ok"
146.60.252.232	DE	CN=box.pfohlnet.de	"ok"
176.56.185.248	NL	CN=*.safedns.com	"ok"
185.228.171.1	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.58	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.211	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.45	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.236	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.237	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.100	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.34	US	CN=*.cleanbrowsing.org	"ok"
203.104.200.11	JP	CN=dns.hiyuki2578.net	"ok"
95.191.190.190	RU	CN=dns.google	"ok"
185.228.171.57	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.189	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.212	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.55	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.30	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.208	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.226	US	CN=*.cleanbrowsing.org	"ok"
92.222.39.13	FR	CN=mitm.varak.net	"ok"
162.159.46.11		CN=cloudflare-dns.com	"ok"
185.228.168.98	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.160	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.76	IE	CN=*.cleanbrowsing.org	"ok"
123.207.226.197	CN	CN=dns.jauoi.cn	"ok"
185.57.82.34	RO	CN=bucharest1.perfect-privacy.com	"ok"
185.228.171.85	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.6	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.223	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.71	IE	CN=*.cleanbrowsing.org	"ok"
72.11.132.178	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.1	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.91	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.124	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.128	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.205	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.183	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.35	IE	CN=*.cleanbrowsing.org	"ok"
46.183.217.244	LV	CN=riga1.perfect-privacy.com	"ok"
185.228.169.98	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.179	US	CN=*.augix.net	"ok"
115.159.209.215	CN	CN=*.augix.net	"ok"
76.76.1.237	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.131	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.21	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.222	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.174	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.120	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.78	IE	CN=*.cleanbrowsing.org	"ok"
35.196.117.42	US	CN=dot.oranye.net	"ok"
76.76.1.163	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.243	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.236	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.150	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.77	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.150	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.132	US	CN=*.cleanbrowsing.org	"ok"
45.56.77.220	US	CN=example.com	"certificate has expired"
185.228.168.72	IE	CN=*.cleanbrowsing.org	"ok"
31.204.152.189	NL	CN=rotterdam4.perfect-privacy.com	"ok"
76.76.0.49	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.242	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.46	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.204	IE	CN=*.cleanbrowsing.org	"ok"
178.216.228.218	UA	CN=dns.google	"ok"
76.76.0.23	US	CN=*.cleanbrowsing.org	"ok"
47.92.254.40	CN	CN=dns.fenghaojiang.cn	"ok"
176.56.180.133	GB	CN=*.safedns.com	"ok"
185.228.170.30	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.140	US	CN=*.cleanbrowsing.org	"ok"
185.38.24.52	DK	CN=kracon.anycast.censurfridns.dk	"ok"
185.228.169.43	IE	CN=*.cleanbrowsing.org	"ok"
113.190.241.174	VN	CN=cloudflare-dns.com	"ok"
5.249.145.154	IT	CN=sociallibrary.ml	"ok"
185.228.170.184	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.59	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.79	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.118	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.103	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.218	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.13	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.25	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.219	US	CN=*.cleanbrowsing.org	"ok"
81.187.221.24	GB	CN=dns-tls.bitwiseshift.net	"certificate has expired"
76.76.1.244	US	CN=*.cleanbrowsing.org	"ok"
88.99.86.183	DE	CN=nosupamu.de	"ok"
76.76.0.174	US	CN=*.cleanbrowsing.org	"ok"
94.130.228.121	DE	CN=dns.nezorfla.me	"ok"
185.228.171.102	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.120	US	CN=*.cleanbrowsing.org	"ok"
89.233.43.71	DK	CN=unicast.censurfridns.dk	"ok"
72.11.132.181	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.65	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.18	IE	CN=*.cleanbrowsing.org	"ok"
51.38.83.141	GB	CN=dns.oszx.co	"ok"
76.76.0.13	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.13	US	CN=*.cleanbrowsing.org	"ok"
72.11.132.180	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.62	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.51	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.43	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.249	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.74	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.83	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.198	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.100	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.141	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.73	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.42	IE	CN=*.cleanbrowsing.org	"ok"
142.93.168.61	CA	CN=singularity.fuzz.me.uk	"ok"
185.18.205.122	IL	CN=telaviv1.perfect-privacy.com	"ok"
98.158.96.170	VG	CN=*.safedns.com	"ok"
185.228.169.168	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.71	IE	CN=*.cleanbrowsing.org	"ok"
178.254.206.110	BG	CN=cloudflare-dns.com	"ok"
76.76.1.128	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.177	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.166	IE	CN=*.cleanbrowsing.org	"ok"
73.26.0.89	US	CN=nmbentley.com	"ok"
185.228.170.49	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.27	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.26	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.214	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.87	IE	CN=*.cleanbrowsing.org	"ok"
162.159.36.7		CN=cloudflare-dns.com	"ok"
185.228.170.92	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.135	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.166	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.31	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.213	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.194	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.81	US	CN=*.cleanbrowsing.org	"ok"
217.61.0.97	DE	CN=dot-de.blahdns.com	"certificate has expired"
76.76.0.82	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.202	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.217	IE	CN=*.cleanbrowsing.org	"ok"
217.31.204.133	CZ	CN=odvr.nic.cz/emailAddress=ca@nic.cz, O=CZ.NIC, z.s.p.o., L=Prague, C=CZ	"unable to verify the first certificate"
185.228.168.191	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.234	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.131	IE	CN=*.cleanbrowsing.org	"ok"
72.11.132.182	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.68	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.149	IE	CN=*.cleanbrowsing.org	"ok"
31.57.81.169	IR	-	"-"
185.228.169.163	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.254	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.132	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.3	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.116	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.76	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.158	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.42	US	CN=*.cleanbrowsing.org	"ok"
159.69.213.54	DE	CN=libredns.gr	"ok"
185.228.171.101	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.128	IE	CN=*.safedns.com	"ok"
169.239.20.18	SC	CN=*.safedns.com	"ok"
185.228.170.1	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.115	IE	CN=*.cleanbrowsing.org	"ok"
193.170.194.35	AT	CN=dyndns.servus.at	"ok"
47.99.165.31	CN	CN=dns.rubyfish.cn	"ok"
13.233.138.75	IN	CN=dns.aerobittech.com	"ok"
158.64.1.29	LU	CN=kaitain.restena.lu	"ok"
76.76.1.45	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.34	IE	CN=*.cleanbrowsing.org	"ok"
185.134.196.54	CH	CN=rdns.faelix.net	"ok"
216.98.99.110	US	CN=*.cns.2iij.net	"ok"
185.228.168.121	IE	CN=*.cleanbrowsing.org	"ok"
191.255.44.210	BR	CN=dns.google	"ok"
76.76.1.189	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.168	IE	CN=*.cleanbrowsing.org	"ok"
176.142.14.205	FR	CN=cloudflare-dns.com	"ok"
185.228.169.1	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.66	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.240	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.32	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.120	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.149	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.203	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.117	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.159	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.156	US	CN=*.cleanbrowsing.org	"ok"
193.170.194.26	AT	CN=servus.at	"ok"
185.228.168.215	IE	CN=*.cleanbrowsing.org	"ok"
66.42.55.158	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.200	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.220	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.69	IE	CN=*.cleanbrowsing.org	"ok"
120.79.57.230	CN	CN=ns.biggersoft.com	"ok"
185.228.170.118	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.137	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.213	US	CN=*.cleanbrowsing.org	"ok"
149.112.149.112	US	CN=*.quad9.net	"ok"
185.228.170.142	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.136	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.127	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.211	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.130	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.124	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.242	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.66	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.199	US	CN=maya.st	"ok"
160.16.73.77	JP	CN=maya.st	"certificate has expired"
76.76.1.85	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.222	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.184	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.217	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.173	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.135	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.161	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.94	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.235	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.30	IE	CN=*.cleanbrowsing.org	"ok"
176.155.205.96	FR	CN=cloudflare-dns.com	"ok"
76.76.0.187	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.247	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.43	US	CN=*.cleanbrowsing.org	"ok"
34.216.210.192	US	CN=dns.bacoosta.com	"ok"
185.228.169.164	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.142	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.230	IE	CN=*.cleanbrowsing.org	"ok"
139.162.195.103	GB	CN=vpn.rcgoncalves.net	"ok"
185.228.169.239	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.110	IE	CN=*.cleanbrowsing.org	"ok"
54.94.142.20	BR	d	"self signed certificate"
123.207.69.182	CN	CN=xzclip-dev01.x.xzclip.cn	"ok"
185.228.171.106	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.145	IE	CN=*.cleanbrowsing.org	"ok"
51.38.113.141	FR	-	"ok"
188.50.239.5	SA	-	"-"
185.228.171.210	IE	CN=*.cleanbrowsing.org	"ok"
176.141.222.237	FR	CN=cloudflare-dns.com	"ok"
185.228.170.47	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.40	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.110	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.159	IE	CN=*.cleanbrowsing.org	"ok"
144.202.86.201	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.252	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.65	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.189	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.71	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.113	IE	CN=*.cleanbrowsing.org	"ok"
178.255.148.174	NO	CN=oslo1.perfect-privacy.com	"ok"
47.99.55.152	CN	CN=dns.rubyfish.cn	"ok"
76.76.1.51	US	CN=*.cleanbrowsing.org	"ok"
139.59.32.165	IN	CN=dns.bitgeek.in	"ok"
185.228.168.93	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.221	IE	CN=*.cleanbrowsing.org	"ok"
85.114.145.121	DE	CN=ernie2.cpp-tools.de	"certificate has expired"
76.76.0.145	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.38	IE	CN=*.cleanbrowsing.org	"ok"
167.114.209.103	CA	CN=*.cleanbrowsing.org	"ok"
185.228.168.231	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.250	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.183	IE	CN=*.cleanbrowsing.org	"ok"
66.70.152.122	US	CN=ns2.zerodns.ra.vc	"ok"
185.228.169.157	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.78	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.70	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.96	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.110	US	CN=*.cleanbrowsing.org	"ok"
115.159.154.226	CN	CN=dns.rubyfish.cn	"ok"
185.228.171.253	IE	CN=*.cleanbrowsing.org	"ok"
46.38.239.139	DE	CN=ns3.mjniessen.com	"ok"
185.228.170.103	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.44	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.128	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.198	US	CN=*.cleanbrowsing.org	"ok"
159.69.202.245	DE	CN=dns-privacy-1.nerdli.ch	"ok"
76.76.0.28	US	CN=*.cleanbrowsing.org	"ok"
160.13.17.38	JP	CN=*.cns.2iij.net	"ok"
76.76.0.201	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.105	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.57	IE	CN=*.cleanbrowsing.org	"ok"
80.255.7.82	DE	CN=zurich2.perfect-privacy.com	"ok"
87.10.8.107	IT	-	"-"
185.228.168.221	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.235	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.68	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.78	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.179	IE	CN=*.cleanbrowsing.org	"ok"
209.183.228.220	US	CN=accelix.net	"ok"
185.228.169.81	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.111	US	CN=*.cleanbrowsing.org	"ok"
37.59.38.123	FR	CN=dns.drkinslayer.fr	"ok"
185.228.169.0	IE	CN=*.cleanbrowsing.org	"ok"
70.32.24.68	US	CN=a2.splatterfish.com	"ok"
72.43.221.34	US	CN=dns.google	"ok"
185.228.170.190	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.245	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.66	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.228	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.246	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.105	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.75	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.44	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.103	IE	CN=*.cleanbrowsing.org	"ok"
31.204.153.106	NL	CN=rotterdam5.perfect-privacy.com	"ok"
149.112.112.10	US	CN=*.quad9.net	"ok"
76.76.0.16	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.240	IE	CN=cloudflare-dns.com	"ok"
69.254.155.171	US	CN=cloudflare-dns.com	"ok"
76.76.1.124	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.82	US	CN=*.cleanbrowsing.org	"ok"
195.138.249.14	CZ	CN=prague1.perfect-privacy.com	"ok"
185.228.168.219	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.31	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.194	IE	CN=*.cleanbrowsing.org	"ok"
142.54.165.26	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.43	IE	CN=*.cleanbrowsing.org	"ok"
89.83.95.225	FR	CN=*.cleanbrowsing.org	"ok"
185.228.170.172	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.199	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.9	IE	CN=*.cleanbrowsing.org	"ok"
185.95.216.116	CH	CN=dns.digitale-gesellschaft.ch	"ok"
185.228.169.120	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.129	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.0	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.248	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.146	IE	CN=*.cleanbrowsing.org	"ok"
176.134.31.126	FR	CN=cloudflare-dns.com	"ok"
76.76.1.197	US	CN=*.cleanbrowsing.org	"ok"
31.204.150.138	NL	CN=rotterdam2.perfect-privacy.com	"ok"
185.228.168.206	IE	CN=*.cleanbrowsing.org	"ok"
149.248.50.82	CA	CN=*.cleanbrowsing.org	"ok"
185.228.168.211	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.89	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.171	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.234	IE	CN=*.cleanbrowsing.org	"ok"
103.86.99.100	SG	CN=dns2.nordvpn.com	"ok"
76.76.0.150	US	CN=*.cleanbrowsing.org	"ok"
85.159.213.113	GB	CN=bz2.pl	"certificate has expired"
185.228.170.91	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.252	IE	CN=*.cleanbrowsing.org	"ok"
142.93.209.36	CA	CN=ns1.thespeedproject.org	"ok"
185.228.170.106	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.185	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.219	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.55	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.60	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.232	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.117	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.189	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.229	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.151	IE	CN=*.cleanbrowsing.org	"ok"
185.95.216.126	CH	CN=dns.digitale-gesellschaft.ch	"ok"
107.189.37.30	US	CN=BlackTunnel	"self signed certificate"
185.228.169.202	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.146	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.136	IE	CN=*.cleanbrowsing.org	"ok"
43.248.126.243	CN	CN=doh.lxd.cc	"ok"
185.228.170.137	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.227	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.52	US	CN=*.cleanbrowsing.org	"ok"
80.67.188.188	FR	CN=80.67.188.188	"certificate has expired"
185.228.170.74	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.144	US	CN=*.cleanbrowsing.org	"ok"
185.218.192.133	FI	CN=*.truong.fi	"ok"
76.76.1.21	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.4	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.36	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.178	IE	CN=*.cleanbrowsing.org	"ok"
147.75.94.141	US	CN=*.cleanbrowsing.org	"ok"
78.47.152.160	DE	CN=*.cleanbrowsing.org	"ok"
185.228.169.147	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.233	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.156	IE	CN=*.cleanbrowsing.org	"ok"
31.204.153.210	NL	CN=rotterdam5.perfect-privacy.com	"ok"
185.228.169.195	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.178	IE	CN=*.cleanbrowsing.org	"ok"
130.180.200.36	GB	CN=london2.perfect-privacy.com	"ok"
188.93.18.156	RU	CN=*.cleanbrowsing.org	"ok"
185.228.171.240	IE	CN=*.cleanbrowsing.org	"ok"
159.203.113.166	US	CN=*.okashi.me	"ok"
76.76.0.155	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.122	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.245	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.251	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.133	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.82	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.69	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.160	IE	CN=*.cleanbrowsing.org	"ok"
176.157.254.61	FR	CN=cloudflare-dns.com	"ok"
76.76.1.49	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.42	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.214	IE	CN=*.cleanbrowsing.org	"ok"
35.231.149.119	US	CN=dns.ajixz.com	"ok"
185.228.169.41	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.2	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.240	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.165	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.212	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.239	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.196	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.234	IE	CN=ns1.zerodns.ra.vc	"ok"
144.217.246.68	CA	CN=ns1.zerodns.ra.vc	"ok"
185.228.168.39	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.238	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.233	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.244	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.55	US	CN=*.cleanbrowsing.org	"ok"
62.76.62.76	RU	CN=dns2.ix.ru	"ok"
